id,franchise_id,franchise_name,restaurant_franchise_id,country,city,lat,lng,geohash
111669149715,20,The Brasserie,84488,US,Willows,39.527,-122.212,10001110
111669149699,4,The Blue Plate,84488,US,El Paso,31.776,-106.433,10001101
60129542195,52,The Red Door,71555,FR,Paris,48.872,2.326,11100000
137438953522,51,The Pizzeria,11038,GB,London,51.501,-0.023,10110101
214748364856,57,The Yellow Submarine,92040,FR,Paris,48.865,2.347,11100000
146028888115,52,The Red Door,70611,AT,Vienna,48.187,16.302,11100000
214748364857,58,A Tasty Bite,92040,FR,Paris,48.866,2.332,11100000
223338299406,15,The Pearl Kitchen,36937,US,Columbus,40.007,-82.865,10011010
68719476798,63,Cafe Paris,77517,NL,Amsterdam,52.358,4.845,11100000
34359738419,52,The Red Door,50333,FR,Paris,48.873,2.316,11100000
137438953477,6,The Daily Grind,11038,US,Oklahoma City,35.480,-97.526,10001111
137438953518,47,The Juicy Burger,11038,FR,Paris,48.875,2.343,11100000
266287972367,16,The Spice Tree,11263,US,Bordentown,40.119,-74.752,10011010
180388626465,34,The Tasty Treat,7531,IT,Milan,45.491,9.239,11100000
51539607598,47,The Juicy Burger,6934,FR,Paris,48.869,2.352,11100000
240518168585,10,The Golden Spoon,93164,US,Phoenix,33.625,-112.114,10001101
146028888079,16,The Spice Tree,70611,US,Joplin,37.052,-94.478,10001111
146028888120,57,The Yellow Submarine,70611,AT,Vienna,48.231,16.355,11100000
68719476761,26,The Silver Spoon,77517,US,Eugene,44.050,-123.087,10001110
77309411332,5,The Hungry Hippo,78190,US,Laurel,31.694,-89.133,10011000
128849018935,56,The Waffle House,5679,FR,Paris,48.869,2.334,11100000
266287972399,48,The Local Cafe,11263,FR,Paris,48.845,2.324,11100000
103079215140,37,Cafe Crepe,4340,US,West Springfield,42.121,-72.626,10011010
223338299429,38,Cafe Viva,36937,FR,Paris,48.856,2.324,11100000
266287972426,75,Greenhouse Cafe,11263,GB,Paddington,51.512,-0.180,10110101
154618822686,31,Bistro 42,41484,US,Detroit,42.335,-83.041,10011010
137438953492,21,The Lazy Daisy,11038,US,Port Sanilac,43.429,-82.542,10011010
188978561087,64,Chateau de Cuisine,3642,FR,Paris,48.873,2.307,11100000
171798691893,54,The Spice House,65939,GB,London,51.500,-0.180,10110101
240518168627,52,The Red Door,93164,AT,Vienna,48.198,16.336,11100000
249108103204,37,Cafe Crepe,55897,US,Cambridge,42.373,-71.081,10011010
68719476786,51,The Pizzeria,77517,GB,London,51.493,-0.215,10110101
85899345925,6,The Daily Grind,18952,US,West Monroe,32.510,-92.169,10001101
180388626446,15,The Pearl Kitchen,7531,US,Stevens,40.246,-76.246,10011010
197568495645,30,The Wine Cellar,24784,ES,Barcelona,41.396,2.155,11001010
214748364837,38,Cafe Viva,92040,US,Portland,45.521,-122.683,10100100
171798691895,56,The Waffle House,65939,GB,London,51.507,-0.005,10110101
154618822675,20,The Brasserie,41484,US,Mahanoy City,40.814,-76.134,10011010
103079215168,65,Chef's Corner,4340,GB,London,51.506,-0.149,10110101
188978561049,26,The Silver Spoon,3642,ES,Barcelona,41.378,2.114,11001010
17179869192,9,The Grill House,10902,US,Joshua Tree,34.135,-116.326,10001110
223338299402,11,The Flaming Wok,36937,US,Metropolis,37.161,-88.703,10011010
240518168598,23,The Hungry Pig,93164,US,Elko,40.834,-115.761,10001110
249108103194,27,The Corner Cafe,55897,ES,Barcelona,41.371,2.182,11001010
8589934605,14,The Gourmet Garden,12630,US,Annapolis,38.976,-76.548,10011010
51539607568,17,The Rustic Table,6934,US,Longmont,40.158,-104.982,10001111
249108103181,14,The Gourmet Garden,55897,US,Goodlettsville,36.323,-86.713,10011010
34359738421,54,The Spice House,50333,FR,Paris,48.875,2.294,11100000
21,22,The Red Pepper,47732,ES,Barcelona,41.386,2.168,11001010
223338299407,16,The Spice Tree,36937,US,Newark,40.057,-82.410,10011010
25769803832,57,The Yellow Submarine,72230,FR,Paris,48.878,2.286,11100000
146028888134,71,Fire and Spice,70611,FR,Paris,48.880,2.328,11100000
240518168633,58,A Tasty Bite,93164,FR,Paris,48.852,2.384,11100000
8589934603,12,The Wooden Spoon,12630,US,Wittman,38.797,-76.305,10011010
42949672993,34,The Tasty Treat,89646,US,Austin,43.666,-92.993,10001111
206158430240,33,The Blue Elephant,53370,US,Crystal Lake,42.228,-88.297,10011010
85899345936,17,The Rustic Table,18952,US,Carson City,39.143,-119.768,10001110
180388626500,69,Dragonfly Cafe,7531,NL,Amsterdam,52.362,4.878,11100000
8589934614,23,The Hungry Pig,12630,ES,Barcelona,41.381,2.177,11001010
42949672986,27,The Corner Cafe,89646,ES,Barcelona,41.408,2.218,11001010
197568495641,26,The Silver Spoon,24784,US,Princeton,41.368,-89.457,10011010
17179869233,50,The Pancake House,10902,FR,Paris,48.832,2.387,11100000
85899345962,43,The Food House,18952,AT,Vienna,48.208,16.370,11100000
206158430294,87,The Red Hen,53370,NL,Amsterdam,52.361,4.883,11100000
240518168638,63,Cafe Paris,93164,FR,Paris,48.869,2.307,11100000
103079215147,44,The French Kitchen,4340,US,Lake Worth,45.055,-0.658,10110101
60129542169,26,The Silver Spoon,71555,ES,Barcelona,41.376,2.167,11001010
120259084326,39,Cinnamon Grill,59829,FR,Paris,48.850,2.347,11100000
42949673001,42,The Daily Scoop,89646,US,Neihart,46.934,-110.736,10100101
146028888133,70,Earth and Vine,70611,FR,Paris,48.876,2.304,11100000
111669149710,15,The Pearl Kitchen,84488,US,Watsonville,36.917,-121.761,10001110
25769803804,29,The Olive Branch,72230,US,Plainville,41.672,-72.837,10011010
146028888104,41,The Daily Bread,70611,US,Aberdeen,45.459,-98.428,10100101
171798691876,37,Cafe Crepe,65939,AT,Vienna,48.194,16.362,11100000
240518168615,40,Crimson Cafe,93164,US,Casper,42.811,-106.399,10001111
68719476788,53,The Red Rooster,77517,GB,London,51.513,-0.183,10110101
188978561099,76,Happy Hour Cafe,3642,GB,London,51.523,-0.104,10110101
249108103172,5,The Hungry Hippo,55897,US,Abilene,32.404,-99.765,10001101
249108103229,62,Cafe Luminoso,55897,FR,Paris,48.897,2.385,11100000
42949672996,37,Cafe Crepe,89646,IT,Milan,45.441,9.192,11100000
34359738398,31,Bistro 42,50333,US,Manistique,45.952,-86.228,10110000
249108103198,31,Bistro 42,55897,ES,Barcelona,41.388,2.173,11001010
188978561098,75,Greenhouse Cafe,3642,GB,London,51.523,-0.125,10110101
257698037766,7,Cafe Roma,26468,US,Glendale,33.621,-112.186,10001101
34359738400,33,The Blue Elephant,50333,AT,Vienna,48.198,16.369,11100000
257698037781,22,The Red Pepper,26468,ES,Barcelona,41.389,2.156,11001010
266287972364,13,The Firehouse,11263,US,Cripple Creek,38.747,-105.174,10001111
163208757313,66,City Bites,96638,GB,London,51.502,-0.023,10110101
154618822726,71,Fire and Spice,41484,GB,London,51.506,-0.072,10110101
240518168604,29,The Olive Branch,93164,ES,Barcelona,41.387,2.160,11001010
197568495690,75,Greenhouse Cafe,24784,GB,London,51.491,-0.193,10110101
266287972428,77,Harvest Kitchen,11263,GB,London,51.524,-0.161,10110101
68719476762,27,The Corner Cafe,77517,US,Twin Mountain,44.267,-71.561,10011010
25769803803,28,The Spicy Pickle,72230,ES,Barcelona,41.425,2.121,11001010
223338299441,50,The Pancake House,36937,GB,London,51.502,-0.163,10110101
257698037774,15,The Pearl Kitchen,26468,US,Caseyville,38.642,-90.020,10001111
188978561088,65,Chef's Corner,3642,FR,Paris,48.873,2.345,11100000
266287972377,26,The Silver Spoon,11263,ES,Barcelona,41.395,2.163,11001010
154618822664,9,The Grill House,41484,US,Payson,34.255,-111.274,10001111
17179869185,2,Bella Cucina,10902,US,Carrizo Springs,28.546,-99.845,10001101
17179869204,21,The Lazy Daisy,10902,US,Indianapolis,39.701,-86.084,10011010
120259084331,44,The French Kitchen,59829,FR,Paris,48.870,2.300,11100000
51539607602,51,The Pizzeria,6934,FR,Paris,48.882,2.332,11100000
154618822663,8,The Green Olive,41484,US,Irvine,33.680,-117.837,10001100
42949672994,35,Basilica Bistro,89646,US,Springfield,44.086,-123.042,10001110
68719476778,43,The Food House,77517,US,Carrollton,48.854,2.388,11100000
163208757301,54,The Spice House,96638,FR,Paris,48.857,2.381,11100000
60129542193,50,The Pancake House,71555,FR,Paris,48.867,2.288,11100000
77309411390,63,Cafe Paris,78190,GB,London,51.512,-0.071,10110101
77309411328,1,Savoria,78190,US,Virginia Beach,22.875,-109.931,10001101
188978561079,56,The Waffle House,3642,FR,Paris,48.842,2.302,11100000
197568495683,68,Delish Cafe,24784,FR,Paris,48.876,2.346,11100000
171798691852,13,The Firehouse,65939,US,Strasburg,39.987,-76.176,10011010
103079215111,8,The Green Olive,4340,US,Tucson,32.125,-110.935,10001101
266287972356,5,The Hungry Hippo,11263,US,Bossier City,32.523,-93.702,10001101
188978561078,55,The Steak House,3642,FR,Paris,48.841,2.299,11100000
180388626452,21,The Lazy Daisy,7531,ES,Barcelona,41.393,2.146,11001010
154618822704,49,The Olive Tree,41484,AT,Vienna,48.199,16.353,11100000
206158430213,6,The Daily Grind,53370,US,Ferriday,31.616,-91.528,10001101
85899345949,30,The Wine Cellar,18952,US,Battle Creek,42.312,-85.192,10011010
180388626462,31,Bistro 42,7531,US,Lincoln City,44.985,-124.014,10001110
266287972414,63,Cafe Paris,11263,FR,Paris,48.879,2.296,11100000
154618822693,38,Cafe Viva,41484,IT,Milan,45.474,9.207,11100000
206158430292,85,The Plum Cafe,53370,NL,Amsterdam Zuidoost,52.310,4.947,11100000
171798691873,34,The Tasty Treat,65939,IT,Milan,45.501,9.221,11100000
60129542148,5,The Hungry Hippo,71555,US,Lake Forest,33.628,-117.716,10001100
17179869200,17,The Rustic Table,10902,US,Norcross,37.982,-1.124,10011111
34359738410,43,The Food House,50333,FR,Paris,48.849,2.340,11100000
206158430227,20,The Brasserie,53370,US,Clifton,39.564,2.626,11001010
17179869225,42,The Daily Scoop,10902,US,Vashon,47.383,-122.408,10100100
51539607603,52,The Red Door,6934,GB,London,51.505,-0.213,10110101
146028888107,44,The French Kitchen,70611,IT,Milan,45.476,9.206,11100000
137438953515,44,The French Kitchen,11038,FR,Paris,48.866,2.290,11100000
25769803802,27,The Corner Cafe,72230,ES,Barcelona,41.404,2.191,11001010
163208757314,67,Crimson and Clover,96638,GB,London,51.508,0.023,11100000
137438953503,32,The Orange Peeler,11038,IT,Milan,45.507,9.197,11100000
77309411364,37,Cafe Crepe,78190,IT,Milan,45.527,9.213,11100000
85899345948,29,The Olive Branch,18952,US,Cedar Rapids,41.946,-91.672,10001111
137438953502,31,Bistro 42,11038,IT,Milan,45.487,9.224,11100000
128849018889,10,The Golden Spoon,5679,US,Williamsburg,37.288,-76.722,10011010
94489280546,35,Basilica Bistro,95399,US,Worthington,43.636,-95.622,10001111
163208757275,28,The Spicy Pickle,96638,ES,Barcelona,41.381,2.146,11001010
42949673030,71,Fire and Spice,89646,NL,Amsterdam,52.358,4.899,11100000
249108103173,6,The Daily Grind,55897,US,Glendale,33.539,-112.183,10001101
14,15,The Pearl Kitchen,47732,US,Carlisle,40.187,-77.214,10011010
8589934660,69,Dragonfly Cafe,12630,NL,Amsterdam,52.351,4.841,11100000
231928234024,41,The Daily Bread,33573,US,Olga,48.603,-122.824,10100100
137438953488,17,The Rustic Table,11038,ES,Barcelona,41.394,2.174,11001010
60129542210,67,Crimson and Clover,71555,GB,London,51.536,-0.105,10110101
137438953487,16,The Spice Tree,11038,ES,Barcelona,41.388,2.160,11001010
197568495621,6,The Daily Grind,24784,US,Colorado City,32.388,-100.855,10001101
171798691867,28,The Spicy Pickle,65939,IT,Milan,45.467,9.183,11100000
231928234030,47,The Juicy Burger,33573,FR,Paris,48.872,2.312,11100000
163208757254,7,Cafe Roma,96638,US,Sylacauga,33.218,-86.195,10011000
60129542187,44,The French Kitchen,71555,FR,Paris,48.850,2.334,11100000
154618822722,67,Crimson and Clover,41484,GB,London,51.502,-0.160,10110101
163208757250,3,Spice Bazaar,96638,US,Houston,29.753,-95.361,10001101
223338299418,27,The Corner Cafe,36937,US,Genoa City,42.528,-88.306,10011010
231928234027,44,The French Kitchen,33573,FR,Paris,48.855,2.307,11100000
34359738438,71,Fire and Spice,50333,GB,London,51.558,-0.284,10110101
77309411339,12,The Wooden Spoon,78190,US,Huntersville,35.440,-80.873,10011010
180388626453,22,The Red Pepper,7531,US,Elk Grove Village,42.008,-87.937,10011010
77309411370,43,The Food House,78190,FR,Paris,48.849,2.274,11100000
8,9,The Grill House,47732,US,Burnsville,35.770,-82.198,10011010
77309411350,23,The Hungry Pig,78190,US,Silverthorne,39.841,-106.235,10001111
240518168588,13,The Firehouse,93164,US,Amarillo,35.195,-101.742,10001111
240518168594,19,The Tasting Room,93164,US,Lawrence,38.922,-95.261,10001111
128849018939,60,Big City Grill,5679,FR,Paris,48.874,2.344,11100000
240518168620,45,The Green Bean,93164,IT,Milan,45.444,9.138,11100000
240518168628,53,The Red Rooster,93164,AT,Vienna,48.202,16.370,11100000
103079215112,9,The Grill House,4340,US,Monroe,32.494,-92.083,10001101
206158430263,56,The Waffle House,53370,AT,Vienna,48.219,16.388,11100000
46,47,The Juicy Burger,47732,FR,Paris,48.840,2.266,11100000
154618822680,25,The Cozy Cafe,41484,ES,Barcelona,41.390,2.121,11001010
266287972406,55,The Steak House,11263,FR,Paris,48.870,2.321,11100000
171798691845,6,The Daily Grind,65939,US,Sevierville,35.868,-83.551,10011010
17179869235,52,The Red Door,10902,FR,Paris,48.843,2.342,11100000
154618822688,33,The Blue Elephant,41484,US,Oswego,43.458,-76.509,10011010
223338299434,43,The Food House,36937,FR,Paris,48.877,2.297,11100000
42949672969,10,The Golden Spoon,89646,US,Owasso,36.265,-95.847,10001111
34359738393,26,The Silver Spoon,50333,US,Aberdeen,45.458,-98.441,10100101
42949672985,26,The Silver Spoon,89646,ES,Barcelona,41.404,2.190,11001010
120259084306,19,The Tasting Room,59829,ES,Barcelona,41.380,2.175,11001010
34359738442,75,Greenhouse Cafe,50333,NL,Amsterdam,52.364,4.881,11100000
249108103205,38,Cafe Viva,55897,US,Burdett,42.418,-76.867,10011010
60129542162,19,The Tasting Room,71555,US,Leesburg,39.094,-77.486,10011010
146028888135,72,Flamingo Cafe,70611,GB,London,51.492,-0.191,10110101
111669149754,59,Azalea Cafe,84488,GB,London,51.516,-0.088,10110101
223338299394,3,Spice Bazaar,36937,US,Pompano Beach,26.231,-80.159,10011000
128849018949,70,Earth and Vine,5679,GB,London,51.510,-0.197,10110101
171798691859,20,The Brasserie,65939,ES,Barcelona,41.406,2.201,11001010
223338299414,23,The Hungry Pig,36937,ES,Barcelona,41.392,2.172,11001010
68719476782,47,The Juicy Burger,77517,FR,Paris,48.873,2.310,11100000
85899345987,68,Delish Cafe,18952,NL,Amsterdam,52.374,4.904,11100000
146028888074,11,The Flaming Wok,70611,US,Kiowa,34.686,-95.922,10001111
17179869244,61,Blue Water Bistro,10902,FR,Paris,48.867,2.308,11100000
60129542154,11,The Flaming Wok,71555,US,Young Harris,34.959,-83.846,10011010
8589934610,19,The Tasting Room,12630,US,Troy,40.024,-84.226,10011010
111669149718,23,The Hungry Pig,84488,US,Fort Madison,40.624,-91.370,10001111
180388626449,18,The Harvest Room,7531,ES,Barcelona,41.384,2.110,11001010
257698037782,23,The Hungry Pig,26468,ES,Barcelona,41.394,2.150,11001010
34359738425,58,A Tasty Bite,50333,FR,Paris,48.892,2.302,11100000
206158430247,40,Crimson Cafe,53370,US,Lithia Springs,45.434,12.346,11100000
85899345944,25,The Cozy Cafe,18952,ES,Barcelona,41.396,2.179,11001010
163208757320,73,Fresh Harvest,96638,GB,London,51.528,-0.089,10110101
85899345976,57,The Yellow Submarine,18952,GB,London,51.495,-0.186,10110101
137438953493,22,The Red Pepper,11038,US,South Portland,43.640,-70.337,10011010
257698037806,47,The Juicy Burger,26468,FR,Paris,48.842,2.330,11100000
51539607556,5,The Hungry Hippo,6934,US,Conway,33.840,-79.060,10011010
111669149744,49,The Olive Tree,84488,FR,Paris,48.871,2.315,11100000
257698037816,57,The Yellow Submarine,26468,FR,Paris,48.871,2.325,11100000
37,38,Cafe Viva,47732,IT,Milan,45.477,9.205,11100000
163208757298,51,The Pizzeria,96638,FR,Paris,48.837,2.372,11100000
57,58,A Tasty Bite,47732,GB,London,51.493,-0.184,10110101
120259084341,54,The Spice House,59829,GB,London,51.502,-0.119,10110101
94489280530,19,The Tasting Room,95399,US,Southport,40.454,32.622,11001011
137438953525,54,The Spice House,11038,GB,London,51.514,-0.134,10110101
223338299443,52,The Red Door,36937,GB,London,51.508,-0.131,10110101
206158430287,80,The Market Cafe,53370,GB,London,51.507,-0.021,10110101
188978561095,72,Flamingo Cafe,3642,GB,London,51.507,-0.142,10110101
8589934644,53,The Red Rooster,12630,FR,Paris,48.891,2.338,11100000
180388626436,5,The Hungry Hippo,7531,US,Lincoln,33.580,-86.060,10011000
42949672972,13,The Firehouse,89646,US,El Cerrito,37.915,-122.311,10001110
137438953509,38,Cafe Viva,11038,AT,Vienna,48.211,16.378,11100000
17179869249,66,City Bites,10902,FR,Paris,48.878,2.293,11100000
137438953519,48,The Local Cafe,11038,FR,Paris,48.885,2.300,11100000
154618822695,40,Crimson Cafe,41484,IT,Milan,45.484,9.200,11100000
111669149704,9,The Grill House,84488,US,Rancho Mirage,33.799,-116.406,10001110
128849018954,75,Greenhouse Cafe,5679,NL,Amsterdam,52.359,4.989,11100000
197568495649,34,The Tasty Treat,24784,US,Hartford,41.735,-72.660,10011010
25769803812,37,Cafe Crepe,72230,US,Deadwood,44.376,-103.730,10001111
257698037798,39,Cinnamon Grill,26468,US,Tacoma,47.178,-122.463,10100100
25769803820,45,The Green Bean,72230,US,Cloquet,46.714,-92.465,10100101
257698037790,31,Bistro 42,26468,IT,Milan,45.463,9.188,11100000
77309411349,22,The Red Pepper,78190,US,Manhattan,39.180,-96.557,10001111
154618822709,54,The Spice House,41484,FR,Paris,48.853,2.334,11100000
25769803810,35,Basilica Bistro,72230,US,Whitehall,43.409,-86.317,10011010
34359738392,25,The Cozy Cafe,50333,IT,Milan,45.457,9.194,11100000
171798691861,22,The Red Pepper,65939,US,Westmont,41.816,-87.955,10011010
257698037763,4,The Blue Plate,26468,US,West Palm Beach,26.698,-80.073,10011000
223338299395,4,The Blue Plate,36937,US,Dublin,32.487,-82.939,10011000
51539607581,30,The Wine Cellar,6934,US,Bend,44.052,-121.264,10001110
94489280540,29,The Olive Branch,95399,ES,Barcelona,41.409,2.148,11001010
188978561026,3,Spice Bazaar,3642,US,Houston,29.681,-95.403,10001101
94489280542,31,Bistro 42,95399,US,Long Eddy,41.845,-75.114,10011010
249108103234,67,Crimson and Clover,55897,GB,London,51.513,-0.152,10110101
214748364871,72,Flamingo Cafe,92040,GB,London,51.511,-0.135,10110101
60129542160,17,The Rustic Table,71555,US,London,37.145,-84.108,10011010
111669149712,17,The Rustic Table,84488,US,Vandalia,38.970,-89.129,10011010
8589934604,13,The Firehouse,12630,US,Colorado Springs,38.880,-104.868,10001111
17179869216,33,The Blue Elephant,10902,US,Hill City,43.959,-103.737,10001111
223338299397,6,The Daily Grind,36937,US,Albuquerque,35.121,-106.653,10001111
171798691853,14,The Gourmet Garden,65939,US,Huntingdon,40.484,-78.011,10011010
94489280539,28,The Spicy Pickle,95399,ES,Barcelona,41.395,2.147,11001010
249108103200,33,The Blue Elephant,55897,ES,Barcelona,41.392,2.159,11001010
266287972371,20,The Brasserie,11263,US,Eureka,40.768,-124.192,10001110
85899345950,31,Bistro 42,18952,US,Pinedale,42.867,-109.874,10001111
137438953481,10,The Golden Spoon,11038,US,Larkspur,37.944,-122.506,10001110
214748364808,9,The Grill House,92040,US,Cleveland,35.210,-84.870,10011010
137438953496,25,The Cozy Cafe,11038,IT,Milan,45.448,9.257,11100000
8589934656,65,Chef's Corner,12630,GB,London,51.519,-0.142,10110101
120259084340,53,The Red Rooster,59829,GB,London,51.502,-0.187,10110101
249108103224,57,The Yellow Submarine,55897,FR,Paris,48.855,2.331,11100000
154618822684,29,The Olive Branch,41484,US,Merrillville,41.469,-87.330,10011010
68719476759,24,The Fisherman's Catch,77517,US,South Deerfield,42.424,-72.622,10011010
128849018887,8,The Green Olive,5679,US,Chinle,36.151,-109.547,10001111
206158430242,35,Basilica Bistro,53370,US,Boise,43.608,-116.192,10001110
257698037830,71,Fire and Spice,26468,GB,London,51.518,-0.158,10110101
223338299442,51,The Pizzeria,36937,GB,London,51.508,-0.147,10110101
8589934655,64,Chateau de Cuisine,12630,GB,London,51.517,-0.081,10110101
266287972375,24,The Fisherman's Catch,11263,ES,Barcelona,41.389,2.157,11001010
240518168635,60,Big City Grill,93164,FR,Paris,48.868,2.327,11100000
231928234021,38,Cafe Viva,33573,AT,Vienna,48.205,16.351,11100000
146028888129,66,City Bites,70611,FR,Paris,48.871,2.301,11100000
51539607586,35,Basilica Bistro,6934,US,Portland,45.541,-122.480,10100100
154618822681,26,The Silver Spoon,41484,ES,Barcelona,41.403,2.123,11001010
128849018917,38,Cafe Viva,5679,IT,Milan,45.457,9.168,11100000
94489280526,15,The Pearl Kitchen,95399,US,Bowie,38.943,-76.734,10011010
51539607594,43,The Food House,6934,FR,Paris,48.855,2.335,11100000
25769803825,50,The Pancake House,72230,AT,Vienna,48.212,16.368,11100000
206158430268,61,Blue Water Bistro,53370,FR,Paris,48.857,2.285,11100000
197568495672,57,The Yellow Submarine,24784,FR,Paris,48.859,2.367,11100000
27,28,The Spicy Pickle,47732,US,Pierce,42.199,-97.526,10001111
77309411382,55,The Steak House,78190,FR,Paris,48.885,2.334,11100000
120259084305,18,The Harvest Room,59829,US,Redding,40.602,-122.385,10001110
120259084311,24,The Fisherman's Catch,59829,ES,Barcelona,41.423,2.146,11001010
163208757258,11,The Flaming Wok,96638,US,Jellico,36.581,-84.113,10011010
128849018898,19,The Tasting Room,5679,ES,Barcelona,41.375,2.168,11001010
206158430253,46,The Italian Table,53370,US,Hayward,46.085,-91.217,10100101
8589934612,21,The Lazy Daisy,12630,US,Allentown,40.576,-75.531,10011010
137438953495,24,The Fisherman's Catch,11038,US,Colchester,44.514,-73.183,10011010
223338299424,33,The Blue Elephant,36937,IT,Milan,45.479,9.196,11100000
103079215177,74,Garden of Eatin',4340,GB,London,51.561,-0.279,10110101
231928233992,9,The Grill House,33573,US,Blackwell,36.812,-97.298,10001111
120259084308,21,The Lazy Daisy,59829,ES,Barcelona,41.386,2.171,11001010
4,5,The Hungry Hippo,47732,US,Fort Worth,32.735,-97.435,10001101
111669149724,29,The Olive Branch,84488,ES,Barcelona,41.392,2.158,11001010
188978561050,27,The Corner Cafe,3642,ES,Barcelona,41.378,2.179,11001010
223338299423,32,The Orange Peeler,36937,IT,Milan,45.469,9.198,11100000
51539607564,13,The Firehouse,6934,US,Olathe,38.848,-94.824,10001111
128849018943,64,Chateau de Cuisine,5679,GB,London,51.493,-0.160,10110101
214748364822,23,The Hungry Pig,92040,ES,Barcelona,41.394,2.199,11001010
266287972366,15,The Pearl Kitchen,11263,US,Springfield,39.895,-83.815,10011010
231928233995,12,The Wooden Spoon,33573,US,Saint Louis,38.633,-90.184,10001111
128849018893,14,The Gourmet Garden,5679,US,Columbia,38.962,-92.244,10001111
180388626450,19,The Tasting Room,7531,ES,Barcelona,41.384,2.185,11001010
188978561089,66,City Bites,3642,FR,Paris,48.875,2.291,11100000
128849018955,76,Happy Hour Cafe,5679,NL,Amsterdam,52.365,4.873,11100000
206158430252,45,The Green Bean,53370,US,Hillsboro,45.533,-122.921,10100100
146028888089,26,The Silver Spoon,70611,ES,Barcelona,41.386,2.166,11001010
8589934642,51,The Pizzeria,12630,FR,Paris,48.884,2.334,11100000
146028888083,20,The Brasserie,70611,US,Effingham,39.141,-88.566,10011010
42949673029,70,Earth and Vine,89646,GB,London,51.529,-0.128,10110101
146028888136,73,Fresh Harvest,70611,GB,London,51.494,-0.185,10110101
42949673003,44,The French Kitchen,89646,AT,Vienna,48.183,16.376,11100000
266287972369,18,The Harvest Room,11263,US,Entriken,40.340,-78.201,10011010
249108103203,36,Blue Ocean Grill,55897,US,Chicago,41.886,-87.626,10011010
266287972403,52,The Red Door,11263,FR,Paris,48.856,2.335,11100000
223338299439,48,The Local Cafe,36937,GB,London,51.499,-0.106,10110101
85899345924,5,The Hungry Hippo,18952,US,Deming,32.266,-107.791,10001101
103079215145,42,The Daily Scoop,4340,US,Gillette,44.294,-105.530,10001111
8589934606,15,The Pearl Kitchen,12630,US,Ely,39.251,-114.882,10001110
8589934608,17,The Rustic Table,12630,US,Parkville,39.398,-76.563,10011010
17179869227,44,The French Kitchen,10902,AT,Vienna,48.194,16.297,11100000
103079215136,33,The Blue Elephant,4340,ES,Barcelona,41.392,2.166,11001010
8589934597,6,The Daily Grind,12630,US,Manchester,35.461,-86.062,10011010
64,65,Chef's Corner,47732,GB,London,51.515,-0.057,10110101
206158430238,31,Bistro 42,53370,US,Deerfield,42.153,-87.890,10011010
111669149730,35,Basilica Bistro,84488,IT,Milan,45.501,9.145,11100000
120259084324,37,Cafe Crepe,59829,FR,Paris 13,48.836,2.360,11100000
68719476736,1,Savoria,77517,US,Fort Lauderdale,26.106,-80.137,10011000
128849018946,67,Crimson and Clover,5679,GB,London,51.499,-0.113,10110101
266287972390,39,Cinnamon Grill,11263,IT,Milan,45.470,9.190,11100000
